multa_id,velocidad_registrada,velocidad_maxima,radar_id,estado_multa,fecha,hora,ubicacion,patente,exceso_velocidad_real,exceso_velocidad
2983,62.0,40,R03,APELADA,2020-12-08,00:00,AV SIEMPRE VIVA,589222,22.0,20.0
2985,116.0,60,R01,IMPAGA,2021-11-21,00:00,AV SIEMPRE VIVA,J1S1,56.0,53.0
2988,100.0,60,R03,ERROR,2023-06-18,00:00,AV LIBERTADOR,409,40.0,37.0
2993,114.0,80,R02,APELADA,2021-04-26,00:00,RUTA 9,INTIGR8,34.0,30.0
3009,104.0,60,R03,PAGADA,2022-03-04,00:00,RUTA 9,BB8986,44.0,41.0
3014,120.0,80,R03,PAGADA,2020-01-28,00:00,AV LIBERTADOR,RFH373,40.0,36.0
3042,73.0,60,,IMPAGA,2023-04-28,00:00,RUTA 9,T0YDR,13.0,10.0
3049,150.0,80,,APELADA,1932-01-01,00:00,RUTA 9,RFH373,70.0,66.0
3055,108.0,80,R02,IMPAGA,1932-01-01,00:00,AV LIBERTADOR,YLO8WUE,28.0,24.0
3057,139.0,60,,PAGADA,2020-07-03,00:00,RUTA 9,8B90638,79.0,76.0
3059,109.0,40,R03,ERROR,2021-08-29,00:00,AV LIBERTADOR,831MDB,69.0,67.0
3067,110.0,80,R03,APELADA,2021-06-08,00:00,AV LIBERTADOR,T0YDR,30.0,26.0
3072,49.0,40,R03,APELADA,2023-01-05,00:00,AV SIEMPRE VIVA,UW3932,9.0,7.0
3076,118.0,40,R02,ERROR,2021-01-30,00:00,AV SIEMPRE VIVA,9999868,78.0,76.0
3077,112.0,40,R01,IMPAGA,2023-06-19,00:00,AV SIEMPRE VIVA,B81JKY,72.0,70.0
3091,121.0,60,,IMPAGA,2023-07-05,00:00,AV LIBERTADOR,589222,61.0,58.0
3101,93.0,40,,IMPAGA,1932-01-01,00:00,AV SIEMPRE VIVA,409,53.0,51.0
3110,114.0,40,,IMPAGA,2020-08-14,00:00,RUTA 9,0695DVH,74.0,72.0
3112,69.0,40,,ERROR,2020-12-01,00:00,AV LIBERTADOR,MPX9357,29.0,27.0
3114,92.0,80,,PAGADA,2022-01-26,00:00,AV SIEMPRE VIVA,VTIIAHV,12.0,8.0
3125,138.0,60,R01,ERROR,2022-12-05,00:00,AV LIBERTADOR,6EVY261,78.0,75.0
3128,60.0,40,R01,PAGADA,2023-12-16,00:00,AV SIEMPRE VIVA,831MDB,20.0,18.0
3150,130.0,60,R02,APELADA,2023-09-23,00:00,RUTA 9,810TCH,70.0,67.0
3158,75.0,40,R02,APELADA,2022-11-22,00:00,AV LIBERTADOR,DI2LOT,35.0,33.0
3162,124.0,60,R03,IMPAGA,2023-02-28,00:00,AV LIBERTADOR,HF3461,64.0,61.0
3192,73.0,60,R02,PAGADA,2021-05-15,00:00,RUTA 9,B81JKY,13.0,10.0
3200,126.0,80,,PAGADA,2023-08-11,00:00,AV LIBERTADOR,2999961,46.0,42.0
3207,144.0,80,R02,APELADA,2022-05-24,00:00,AV LIBERTADOR,41RSTZ,64.0,60.0
3217,136.0,60,,ERROR,1932-01-01,00:00,AV LIBERTADOR,HK06YMX,76.0,73.0
3234,101.0,60,R03,IMPAGA,2022-01-26,00:00,AV LIBERTADOR,NTHGLFT,41.0,38.0
3251,120.0,80,R03,APELADA,2021-12-27,00:00,AV LIBERTADOR,CT5B876,40.0,36.0
3270,94.0,40,R02,APELADA,2021-08-15,00:00,RUTA 9,BB8986,54.0,52.0
3272,115.0,80,R01,APELADA,2023-12-09,00:00,RUTA 9,MPX9357,35.0,31.0
3290,52.0,40,R01,PAGADA,2021-01-13,00:00,AV LIBERTADOR,FVIOUHP,12.0,10.0
3300,118.0,60,R01,ERROR,2021-01-03,00:00,RUTA 9,VTIIAHV,58.0,55.0
3323,145.0,80,,APELADA,2020-08-18,00:00,AV SIEMPRE VIVA,B81JKY,65.0,61.0
3350,135.0,60,R02,PAGADA,1932-01-01,00:00,AV SIEMPRE VIVA,5777770,75.0,72.0
3362,109.0,80,R03,IMPAGA,2023-04-15,00:00,AV LIBERTADOR,6NCE831,29.0,25.0
3365,111.0,40,R02,IMPAGA,1932-01-01,00:00,AV LIBERTADOR,T0YDR,71.0,69.0
3384,101.0,80,R02,IMPAGA,2021-10-07,00:00,AV LIBERTADOR,3646HBH,21.0,17.0
3385,106.0,80,R03,APELADA,2020-10-12,00:00,AV SIEMPRE VIVA,990XYK,26.0,22.0
3387,74.0,60,R01,PAGADA,2024-01-05,00:00,AV SIEMPRE VIVA,RFH373,14.0,11.0
3395,120.0,60,R02,IMPAGA,2020-10-03,00:00,RUTA 9,990XYK,60.0,57.0
3396,148.0,80,,ERROR,2021-11-11,00:00,AV SIEMPRE VIVA,DI2LOT,68.0,64.0
3415,127.0,80,,ERROR,2022-10-08,00:00,AV SIEMPRE VIVA,M20CPR,47.0,43.0
3425,128.0,80,,PAGADA,2022-12-29,00:00,AV LIBERTADOR,AWS167,48.0,44.0
3440,72.0,60,R03,ERROR,2022-11-11,00:00,AV LIBERTADOR,VTIIAHV,12.0,9.0
3447,140.0,80,R03,APELADA,1932-01-01,00:00,AV LIBERTADOR,0695DVH,60.0,56.0
3466,118.0,40,R01,APELADA,1932-01-01,00:00,AV SIEMPRE VIVA,9999868,78.0,76.0
3481,132.0,80,R03,ERROR,2021-04-27,00:00,AV SIEMPRE VIVA,DK414N,52.0,48.0
3488,91.0,80,R01,PAGADA,2022-06-23,00:00,AV SIEMPRE VIVA,VY90540,11.0,7.0
3492,152.0,80,R03,PAGADA,2021-05-06,00:00,RUTA 9,T0YDR,72.0,68.0
3503,90.0,40,R01,IMPAGA,1932-01-01,00:00,AV LIBERTADOR,AI7OVF,50.0,48.0
3506,109.0,40,R03,APELADA,2021-10-14,00:00,RUTA 9,TL03GOG,69.0,67.0
3527,105.0,40,,IMPAGA,2023-07-08,00:00,AV LIBERTADOR,TL03GOG,65.0,63.0
3545,89.0,60,R03,PAGADA,2022-01-18,00:00,AV LIBERTADOR,810TCH,29.0,26.0
3603,156.0,80,,APELADA,2020-03-22,00:00,AV LIBERTADOR,9999868,76.0,72.0
3620,55.0,40,R02,IMPAGA,1932-01-01,00:00,RUTA 9,8B90638,15.0,13.0
3634,67.0,60,R03,ERROR,2022-04-29,00:00,AV LIBERTADOR,WU341A,7.0,4.0
3637,131.0,80,R01,ERROR,2022-07-13,00:00,AV LIBERTADOR,VTIIAHV,51.0,47.0
3654,73.0,40,R01,PAGADA,1932-01-01,00:00,AV SIEMPRE VIVA,W326AVE,33.0,31.0
3660,58.0,40,R01,IMPAGA,2023-06-14,00:00,RUTA 9,HF58HXP,18.0,16.0
3694,91.0,40,R01,APELADA,2023-05-20,00:00,AV SIEMPRE VIVA,WU08YWC,51.0,49.0
3748,80.0,60,R01,IMPAGA,1932-01-01,00:00,AV LIBERTADOR,J1S1,20.0,17.0
3755,106.0,40,,ERROR,1932-01-01,00:00,AV LIBERTADOR,HAMSTUR,66.0,64.0
3764,80.0,40,,APELADA,1932-01-01,00:00,RUTA 9,DI2LOT,40.0,38.0
3768,137.0,80,R03,APELADA,2020-07-27,00:00,RUTA 9,VNK296GP,57.0,53.0
3822,81.0,60,R02,ERROR,1932-01-01,00:00,AV LIBERTADOR,BM351,21.0,18.0
3829,109.0,80,R02,IMPAGA,2020-08-01,00:00,AV SIEMPRE VIVA,2999961,29.0,25.0
3857,146.0,80,,APELADA,2020-12-06,00:00,AV SIEMPRE VIVA,6EVY261,66.0,62.0
3901,95.0,80,R03,ERROR,2023-07-06,00:00,AV SIEMPRE VIVA,990XYK,15.0,11.0
3905,108.0,80,R02,PAGADA,1932-01-01,00:00,RUTA 9,5777770,28.0,24.0
3914,50.0,40,R03,APELADA,2022-06-21,00:00,AV SIEMPRE VIVA,8B90638,10.0,8.0
3916,109.0,80,R01,PAGADA,2021-11-15,00:00,AV LIBERTADOR,M20CPR,29.0,25.0
3950,74.0,40,R01,IMPAGA,2022-03-17,00:00,AV SIEMPRE VIVA,XIIUME,34.0,32.0
3974,77.0,60,,IMPAGA,2022-08-31,00:00,AV LIBERTADOR,WU08YWC,17.0,14.0
3994,64.0,60,R01,IMPAGA,1932-01-01,00:00,AV SIEMPRE VIVA,M20CPR,4.0,1.0
